Date,Market_Price,IV,Price,q_div,ON,1M,3M,6M,1Y,2Y,3Y,T,r_ZC,T_curve,BS_Price,Rab_Price,Rab_rho_-1,Rab_rho_+1,Diff_BS_Market,Diff_Rab_Market,DiffRel_BS_Market,DiffRel_Rab_Market,Diff_Rab_rho_-1,Diff_Rab_rho_+1,DiffRel_Rab_rho_-1,DiffRel_Rab_rho_+1,ticker,source_file
10/3/2022,22.1,0.31111,142.45,0.0006458,0.03,0.0310233,0.0359736,0.0397888,0.03083,0.03084,0.03086,3.321428571428572,0.030795148,2.293150684931507,20.622939262133794,22.8081291,22.95170843687669,22.628693436686824,-1.477060738,0.708129099,-0.066835328,0.032042041,0.8517084368766845,0.5286934366868223,0.038538843,0.02392278,AAPL,AAPL_option_pricing.csv
10/4/2022,23.5,0.30855,146.1,0.0006297,0.0304,0.0310804,0.0361234,0.0397601,0.030825,0.030835,0.03086,3.3174603174603177,0.030792397,2.290410958904109,22.25123457045489,24.568260793778457,24.71451240165444,24.38546371412729,-1.24876543,1.0682607937784567,-0.053138954,0.045457906,1.2145124016544386,0.8854637141272903,0.051681379,0.037679307,AAPL,AAPL_option_pricing.csv
10/5/2022,23.8,0.31123,146.4,0.0006284,0.0304,0.0312571,0.0366548,0.0401857,0.030832,0.03084,0.03086,3.313492063492064,0.030796733,2.287671232876712,22.62408526,24.94572663740492,25.09203246589928,24.762870120358315,-1.175914744,1.1457266374049162,-0.049408183,0.048139775,1.292032465899279,0.96287012,0.054287078,0.040456728,AAPL,AAPL_option_pricing.csv
10/6/2022,23.95,0.31217,145.43,0.0006326,0.0305,0.0326831,0.0372191,0.0408281,0.03083,0.03084,0.03086,3.3095238095238093,0.030808244,2.2849315068493152,22.17980384004269,24.463415425645024,24.608936726568736,24.281545552844378,-1.77019616,0.5134154256450252,-0.073912157,0.02143697,0.6589367265687365,0.3315455528443785,0.027513016,0.013843238,AAPL,AAPL_option_pricing.csv
10/7/2022,21.1,0.31354,140.09,0.0006567,0.0305,0.0327413,0.0373895,0.0409752,0.03083,0.03084,0.03086,3.305555555555556,0.03080714,2.282191780821918,19.58023792465856,21.67400769162468,21.81518571325286,21.497593437808305,-1.519762075,0.5740076916246792,-0.072026639,0.027204156,0.7151857132528576,0.3975934378083039,0.033895058,0.018843291,AAPL,AAPL_option_pricing.csv
10/11/2022,20.65,0.31111,138.98,0.000662,0.0305,0.0328944,0.0378424,0.0417138,0.030825,0.030835,0.03231,3.2896825396825395,0.031175252,2.271232876712329,18.79954098561529,20.802439063677557,20.94224926238897,20.627735196450654,-1.850459014,0.152439064,-0.089610606,0.007382037,0.292249262,-0.022264804,0.014152507,-0.001078199,AAPL,AAPL_option_pricing.csv
10/12/2022,20.45,0.31623,138.34,0.000665,0.0304,0.0330238,0.038271,0.0419869,0.03083,0.0308395,0.03267,3.2857142857142856,0.031273693,2.2684931506849315,18.908370489964444,20.87509559613487,21.014185397960148,20.70131044580532,-1.54162951,0.4250955961348701,-0.075385306,0.020787071,0.5641853979601485,0.2513104458053199,0.027588528,0.012289019,AAPL,AAPL_option_pricing.csv
10/13/2022,22,0.31071,142.99,0.0006434,0.0304,0.0337566,0.0386361,0.0423993,0.0308415,0.0308505,0.03302,3.281746031746032,0.031369388,2.265753424657534,20.725013893388464,22.835823621241616,22.97887929717487,22.657041873282907,-1.274986107,0.8358236212416159,-0.057953914,0.037991983,0.9788792971748704,0.6570418732829069,0.044494514,0.02986554,AAPL,AAPL_option_pricing.csv
10/14/2022,20.5,0.31379,138.38,0.0006648,0.0304,0.0341566,0.0392854,0.0435433,0.03085,0.03086,0.03337,3.2777777777777777,0.031456993,2.263013698630137,18.705641290370536,20.648031265837183,20.786975297054816,20.47442214761363,-1.79435871,0.1480312658371829,-0.087529693,0.007221037,0.2869752970548163,-0.025577852,0.013998795,-0.0012477,AAPL,AAPL_option_pricing.csv
10/17/2022,21.7,0.31137,142.41,0.000646,0.0305,0.0346705,0.0395504,0.0439351,0.030835,0.030845,0.03441,3.265873015873016,0.03167794,2.254794520547945,20.44347628727943,22.488035837714264,22.63023060840168,22.31033593914913,-1.256523713,0.7880358377142649,-0.057904319,0.036315016,0.9302306084016828,0.6103359391491345,0.04286777,0.02812608,AAPL,AAPL_option_pricing.csv
10/18/2022,22.5,0.30685,143.75,0.00064,0.0304,0.0347647,0.0396332,0.0439987,0.03084,0.03085,0.0349,3.261904761904762,0.031802875,2.252054794520548,20.726989499930884,22.799188271280958,22.942416067152465,22.620177504099736,-1.7730105,0.2991882712809541,-0.078800467,0.013297257,0.4424160671524646,0.1201775040997361,0.019662936,0.005341222,AAPL,AAPL_option_pricing.csv
10/19/2022,23,0.30885,143.86,0.0006395,0.0304,0.0349047,0.0398771,0.044052,0.03084,0.0314,0.035222,3.257936507936508,0.032292398,2.249315068493151,20.99172541651008,23.00618439344112,23.14936863716201,22.82723429870492,-2.008274583,0.006184393,-0.087316286,0.000268887,0.1493686371620057,-0.172765701,0.006494289,-0.007511552,AAPL,AAPL_option_pricing.csv
10/20/2022,23.25,0.3125799999999999,143.39,0.0006416,0.0303,0.0357844,0.0403748,0.0446654,0.030825,0.03304,0.03558,3.253968253968254,0.033598286,2.246575342465753,21.20381504368445,23.045222860934828,23.187888549881265,22.86693475869101,-2.046184956,-0.204777139,-0.088007955,-0.008807619,-0.06211145,-0.383065241,-0.00267146,-0.016475924,AAPL,AAPL_option_pricing.csv
10/21/2022,23.95,0.31098,147.27,0.0006247,0.0302,0.0359757,0.0406,0.0449396,0.03083,0.0335525,0.03597,3.25,0.034068831,2.243835616438356,23.129636717515133,25.02284029066309,25.168217937722893,24.84114518288247,-0.820363282,1.0728402906630912,-0.034253164,0.044795002,1.218217937722894,0.8911451828824717,0.05086505,0.037208567,AAPL,AAPL_option_pricing.csv
10/24/2022,26.01,0.30733,149.45,0.0006156,0.0301,0.0362737,0.040455,0.04453,0.03082,0.03412,0.03626,3.238095238095238,0.034548695,2.2356164383561645,23.98057737386949,25.867610756971963,26.014138631754925,25.68446224815046,-2.029422626,-0.142389243,-0.078024707,-0.005474404,0.004138632,-0.325537752,0.000159117,-0.012515869,AAPL,AAPL_option_pricing.csv
10/25/2022,27.2,0.31449,152.34,0.0006039,0.0302,0.0364614,0.0405391,0.0444628,0.030815,0.034655,0.037224,3.234126984126984,0.035179307,2.232876712328767,26.284100498960637,28.15612083053897,28.30394526355115,27.971373952930783,-0.915899501,0.9561208305389748,-0.033672776,0.035151501,1.1039452635511502,0.7713739529307837,0.040586223,0.028359337,AAPL,AAPL_option_pricing.csv
10/26/2022,25.81,0.316,149.35,0.000616,0.0303,0.0366853,0.0407731,0.0445188,0.03189,0.035737,0.037601,3.2301587301587302,0.036079112,2.230136986,24.84274996953389,26.52072135898617,26.666798980734043,26.338165081735696,-0.96725003,0.7107213589861736,-0.037475786,0.027536666,0.8567989807340446,0.5281650817356969,0.033196396,0.020463583,AAPL,AAPL_option_pricing.csv
10/27/2022,23.4,0.31781,144.8,0.0006354,0.0304,0.0372872,0.0409421,0.0445297,0.0350755,0.0366765,0.038009,3.2261904761904763,0.03683165,2.2273972602739724,22.616450960442005,24.09362299168976,24.23658208761055,23.914980866708888,-0.78354904,0.6936229916897574,-0.033485002,0.029642008,0.8365820876105516,0.5149808667088891,0.035751371,0.022007729,AAPL,AAPL_option_pricing.csv
10/28/2022,30.35,0.31859,155.74,0.0005907,0.0305,0.0374401,0.0408839,0.0443438,0.03616,0.037235,0.03834,3.2222222222222223,0.037312989,2.2246575342465755,28.837520553452386,30.48840404900419,30.637353753464083,30.302266915384934,-1.512479447,0.1384040490041869,-0.049834578,0.004560265,0.2873537534640817,-0.047733085,0.009467998,-0.001572754,AAPL,AAPL_option_pricing.csv
10/31/2022,27.99,0.31483,153.34,0.0006,0.0305,0.0376059,0.0410874,0.0446313,0.03726,0.0378105,0.03824,3.2103174603174605,0.037715691,2.2164383561643834,27.08664646251869,28.62983407330607,28.777561416874207,28.445211045141384,-0.903353537,0.6398340733060728,-0.032274153,0.022859381,0.7875614168742082,0.455211045,0.028137242,0.016263346,AAPL,AAPL_option_pricing.csv
11/1/2022,26.7,0.31556,150.65,0.0006107,0.0305,0.0378625,0.0414091,0.0451515,0.038346,0.038361,0.03839,3.2063492063492065,0.038161442,2.213698630136986,25.65838156,27.08526970470224,27.23152191037285,26.90249375179379,-1.041618442,0.3852697047022424,-0.039011927,0.014429577,0.5315219103728559,0.2024937517937921,0.019907188,0.007584036,AAPL,AAPL_option_pricing.csv
11/2/2022,24.1,0.31716,145.03,0.0006344,0.0305,0.0378215,0.0416569,0.0453205,0.038355,0.0383605,0.038401,3.202380952380953,0.03816381,2.210958904109589,22.708192446911127,24.019896467380025,24.16245217865757,23.84175744,-1.391807553,-0.080103533,-0.057751351,-0.003323798,0.062452179,-0.258242565,0.002591377,-0.010715459,AAPL,AAPL_option_pricing.csv
11/3/2022,21.1,0.32271,138.88,0.0006624,0.038,0.0379387,0.0418419,0.04554,0.038365,0.03838,0.03841,3.1984126984126986,0.038181443,2.208219178082192,19.99854399287996,21.26119917100744,21.398558949308885,21.089595859086195,-1.101456007,0.1611991710074392,-0.052201706,0.007639771,0.2985589493088838,-0.010404141,0.014149713,-0.000493087,AAPL,AAPL_option_pricing.csv
11/4/2022,20.28,0.32133,138.38,0.0006648,0.038,0.0380666,0.0420653,0.0459928,0.03837,0.038385,0.038405,3.1944444444444446,0.038184663,2.2054794520547945,19.61715154325788,20.86713433156374,21.003948827156925,20.69621212168584,-0.662848457,0.587134332,-0.032684835,0.028951397,0.7239488271569243,0.4162121216858381,0.035697674,0.02052328,AAPL,AAPL_option_pricing.csv
11/7/2022,20.3,0.31757,138.92,0.0006623,0.0378,0.0380132,0.0421027,0.0459875,0.03837,0.038385,0.03833,3.1825396825396823,0.038167333,2.197260273972603,19.50940229966705,20.76498822714977,20.90201771,20.593785505299707,-0.7905977,0.4649882271497709,-0.0389457,0.022905824,0.6020177062757988,0.2937855052997058,0.029656045,0.014472192,AAPL,AAPL_option_pricing.csv
11/8/2022,21.05,0.31629,139.5,0.0006595,0.0378,0.0379885,0.0422019,0.0460478,0.038375,0.038395,0.03828,3.1785714285714284,0.038166968,2.194520547945205,19.66940879090029,20.935516087482185,21.072978026430903,20.763766457233665,-1.380591209,-0.114483913,-0.065586281,-0.005438666,0.022978026,-0.286233543,0.001091593,-0.013597793,AAPL,AAPL_option_pricing.csv
11/9/2022,18.7,0.31908,134.87,0.0006821,0.0378,0.037958,0.0425759,0.0462225,0.03838,0.03839,0.03828,3.1746031746031744,0.038166098,2.191780821917808,17.643689122667993,18.810025249442063,18.94289825,18.64404857686113,-1.056310877,0.1100252494420637,-0.056487213,0.005883703,0.242898247,-0.055951423,0.012989211,-0.002992055,AAPL,AAPL_option_pricing.csv
11/10/2022,23,0.31222,146.87,0.0006264,0.0378,0.0379425,0.0426531,0.0462164,0.0383225,0.038335,0.03837,3.1706349206349205,0.038138031,2.1890410958904107,23.08224277655636,24.506546264504856,24.649631612465495,24.32772602694108,0.082242777,1.5065462645048555,0.003575773,0.065502012,1.6496316124654982,1.3277260269410789,0.071723114,0.057727219,AAPL,AAPL_option_pricing.csv
11/14/2022,25.3,0.31454,148.28,0.0006204,0.0379,0.0381087,0.042254,0.0452692,0.03832,0.038322,0.038387,3.1547619047619047,0.038127806,2.1780821917808217,23.953363619513475,25.400487992860043,25.544041435556565,25.22108791416055,-1.34663638,0.1004879928600424,-0.053226734,0.003971857,0.2440414355565643,-0.078912086,0.009645907,-0.003119055,AAPL,AAPL_option_pricing.csv
11/15/2022,26.42,0.31102,150.04,0.0006132,0.038,0.0386387,0.0424705,0.0455974,0.038315,0.03833,0.03839,3.1507936507936507,0.038137293,2.175342465753425,24.592352901434523,26.07731267953856,26.221888777251365,25.896620460992345,-1.827647099,-0.34268732,-0.06917665,-0.012970754,-0.198111223,-0.523379539,-0.007498532,-0.019809975,AAPL,AAPL_option_pricing.csv
11/16/2022,24.5,0.31021,148.79,0.0006183,0.0381,0.0387447,0.0426902,0.0454599,0.038315,0.038325,0.03845,3.1468253968253967,0.038144229,2.1726027397260275,23.81243619706416,25.26951123186853,25.413272438104755,25.089837036641452,-0.687563803,0.7695112318685347,-0.028063829,0.031408622,0.9132724381047552,0.5898370366414554,0.037276426,0.024074981,AAPL,AAPL_option_pricing.csv
11/17/2022,25.7,0.31084,150.72,0.0006104,0.038,0.039106,0.0428446,0.0457366,0.038315,0.03833,0.03841,3.142857142857143,0.038145724,2.169863014,24.90913490723693,26.403406594022726,26.548171007446197,26.222478149124285,-0.790865093,0.7034065940227272,-0.030772961,0.027369906,0.8481710074461937,0.5224781491242858,0.033002763,0.020329889,AAPL,AAPL_option_pricing.csv
11/18/2022,26.5,0.31043,151.29,0.0006081,0.038,0.0393153,0.0430071,0.0460452,0.03832,0.038335,0.0385,3.138888888888889,0.038164297,2.1671232876712327,25.17080509688614,26.673005413854906,26.81798821424018,26.491802413572728,-1.329194903,0.1730054138549022,-0.050158298,0.006528506,0.3179882142401808,-0.008197586,0.011999555,-0.000309343,AAPL,AAPL_option_pricing.csv
11/21/2022,25.1,0.31439,148.01,0.0006216,0.038,0.0395079,0.0431983,0.0462649,0.03832,0.03833,0.03884,3.126984126984127,0.038203758,2.158904109589041,23.642235690563925,25.061159051205813,25.203861482031485,24.88282447246796,-1.457764309,-0.038840949,-0.058078259,-0.001547448,0.1038614820314833,-0.217175528,0.004137908,-0.008652411,AAPL,AAPL_option_pricing.csv
11/22/2022,25.3,0.30937,150.18,0.0006126,0.038,0.0401895,0.0435881,0.046574,0.03836,0.038375,0.03951,3.123015873015873,0.038346052,2.156164383561644,24.39064563580904,25.83868496913781,25.982694675785574,25.65869676317982,-0.909354364,0.5386849691378082,-0.03594286,0.021291896,0.682694676,0.3586967631798181,0.026983979,0.014177738,AAPL,AAPL_option_pricing.csv
11/23/2022,24.9,0.30959,151.07,0.000609,0.0379,0.0405533,0.0439355,0.0469789,0.0383255,0.038375,0.03946,3.119047619047619,0.038335497,2.1534246575342464,24.879736377488022,26.34420205444925,26.488601304595967,26.16372699132232,-0.020263623,1.4442020544492564,-0.0008138,0.058000083,1.5886013045959686,1.263726991322322,0.063799249,0.050752088,AAPL,AAPL_option_pricing.csv
11/25/2022,23.95,0.30868,148.11,0.0006212,0.038,0.040807,0.0441062,0.0471451,0.0383815,0.038375,0.03973,3.111111111111111,0.038369983,2.147945205479452,23.133546539619616,24.52945353739021,24.671939605179915,24.351371914374617,-0.81645346,0.5794535373902114,-0.034089915,0.024194302,0.7219396051799158,0.4013719143746179,0.030143616,0.016758744,AAPL,AAPL_option_pricing.csv
11/28/2022,21.85,0.3114699999999999,144.22,0.0006379,0.038,0.0408646,0.0439903,0.0469559,0.0383815,0.0384065,0.03996,3.0992063492063493,0.038421622,2.1397260273972605,21.25185775349332,22.55306778169392,22.69248909932949,22.37883872741878,-0.598142247,0.7030677816939175,-0.027374931,0.032177015,0.8424890993294909,0.5288387274187798,0.038557854,0.024203145,AAPL,AAPL_option_pricing.csv
11/29/2022,20.6,0.31281,141.17,0.0006517,0.0381,0.0412396,0.0440441,0.0469226,0.038335,0.038345,0.04018,3.095238095238096,0.0383837,2.136986301369863,19.78589952324032,21.02668711603152,21.163517455745485,20.855714977775264,-0.814100477,0.4266871160315162,-0.039519441,0.020712967,0.5635174557454832,0.2557149777752627,0.027355216,0.012413348,AAPL,AAPL_option_pricing.csv
11/30/2022,23.75,0.31026,148.03,0.0006215,0.0382,0.0412942,0.0441261,0.04695,0.0383795,0.038397,0.04038,3.0912698412698414,0.038453725,2.1342465753424658,23.122048689355825,24.49740674430182,24.639312388908746,24.320057228144087,-0.627951311,0.747406744,-0.026440055,0.031469758,0.889312389,0.570057228,0.037444732,0.02400241,AAPL,AAPL_option_pricing.csv
12/1/2022,24,0.31051,148.31,0.0006203,0.0382,0.0418122,0.0445087,0.0472323,0.038335,0.03835,0.04125,3.0873015873015874,0.038512754,2.1315068493150684,23.279025540809517,24.650833125728283,24.79281164095057,24.473392968276457,-0.720974459,0.6508331257282833,-0.030040602,0.027118047,0.7928116409505748,0.4733929682764568,0.033033818,0.019724707,AAPL,AAPL_option_pricing.csv
12/2/2022,23.19,0.30291,147.81,0.0006224,0.0381,0.0418849,0.0443224,0.0467061,0.038335,0.03873,0.041355,3.083333333333333,0.038847008,2.128767123287671,22.376208903666853,23.698247204657264,23.83995047070939,23.52112759389565,-0.813791096,0.5082472046572626,-0.035092328,0.021916654,0.6499504707093884,0.3311275938956477,0.028027187,0.014278896,AAPL,AAPL_option_pricing.csv
12/5/2022,22.7,0.30846,146.63,0.0006274,0.0381,0.0421714,0.0444848,0.0469422,0.0384125,0.0398905,0.0416,3.071428571428572,0.039866711,2.1205479452054794,22.27275170199072,23.442235583933083,23.582745586102973,23.26662992091984,-0.427248298,0.7422355839330841,-0.018821511,0.032697603,0.882745586,0.5666299209198407,0.038887471,0.024961671,AAPL,AAPL_option_pricing.csv
12/6/2022,20.35,0.3125199999999999,142.91,0.0006438,0.038,0.0422537,0.0446019,0.0471964,0.038365,0.040225,0.04188,3.0674603174603177,0.040194653,2.117808219178082,20.686025401565796,21.74792622340048,21.88549456055715,21.576024414465397,0.3360254015657915,1.397926223400475,0.016512305,0.068694163,1.5354945605571473,1.2260244144653925,0.075454278,0.0602469,AAPL,AAPL_option_pricing.csv
12/7/2022,20.22,0.31401,140.94,0.0006528,0.038,0.0423361,0.0446962,0.0472831,0.038414,0.040606,0.04207,3.063492063492064,0.040551974,2.115068493150685,19.82749751243657,20.81514921810529,20.95095058073964,20.645470349975263,-0.392502488,0.5951492181052913,-0.019411597,0.02943369,0.7309505807396377,0.4254703499752637,0.03614988,0.021042055,AAPL,AAPL_option_pricing.csv
12/8/2022,20.75,0.31358,142.65,0.0006449,0.038,0.0428291,0.044917,0.0471956,0.038385,0.04096,0.042835,3.0595238095238093,0.040940038,2.112328767123288,20.678158319944345,21.649852983194197,21.78699437861004,21.47848967703904,-0.07184168,0.8998529831941937,-0.00346225,0.043366409,1.0369943786100393,0.7284896770390361,0.049975633,0.035107936,AAPL,AAPL_option_pricing.csv
12/9/2022,20.75,0.31762,142.16,0.0006472,0.038,0.0429771,0.0449566,0.0472437,0.0391,0.041325,0.043045,3.055555555555556,0.041266416,2.1095890410958904,20.77355074725993,21.69965012218386,21.836246774940577,21.52898155121298,0.023550747,0.9496501221838614,0.001134976,0.045766271,1.0862467749405766,0.7789815512129792,0.052349242,0.03754128,AAPL,AAPL_option_pricing.csv
12/12/2022,21.8,0.31392,144.49,0.0006367,0.038,0.0431708,0.0450806,0.0473878,0.041295,0.042489,0.04331,3.043650793650793,0.042274878,2.1013698630136988,21.71827765862693,22.561492471673056,22.69966266870754,22.388837558540715,-0.081722341,0.7614924716730549,-0.003748731,0.034930847,0.8996626687075384,0.588837559,0.04126893,0.027010897,AAPL,AAPL_option_pricing.csv
12/13/2022,22,0.31192,145.47,0.0006324,0.038,0.0433561,0.0452789,0.0476378,0.0420265,0.0427715,0.04345,3.0396825396825395,0.042528675,2.0986301369863014,22.074053582228395,22.90020303067584,23.03902526158812,22.726723832582827,0.074053582,0.900203031,0.003366072,0.04091832,1.0390252615881224,0.7267238325828274,0.047228421,0.033032901,AAPL,AAPL_option_pricing.csv
12/14/2022,20.65,0.31528,143.21,0.0006424,0.038,0.0432572,0.0449881,0.0469193,0.042794,0.043182,0.04344,3.0357142857142856,0.042882626,2.095890410958904,21.185173200173107,21.94097242957337,22.07792902825006,21.769844204492507,0.5351732001731087,1.2909724295733724,0.025916378,0.062516825,1.4279290282500623,1.1198442044925088,0.069149105,0.054229744,AAPL,AAPL_option_pricing.csv
12/15/2022,17.5,0.31296,136.5,0.000674,0.0432,0.0432456,0.0450907,0.0469484,0.0433715,0.0433895,0.04342,3.031746031746032,0.043057338,2.0931506849315067,17.658973200988644,18.366104431738748,18.496871611112937,18.20274542796755,0.1589732009886439,0.8661044317387478,0.009084183,0.049491682,0.9968716111129368,0.7027454279675496,0.056964092,0.040156882,AAPL,AAPL_option_pricing.csv
12/16/2022,17.15,0.31348,134.51,0.000684,0.0432,0.0432102,0.0450553,0.0471028,0.0433585,0.0433765,0.04364,3.0277777777777777,0.043062339,2.0904109589041098,16.745838014501857,17.425806520499755,17.55437716718479,17.26521009336785,-0.404161985,0.2758065204997564,-0.023566297,0.016082013,0.4043771671847906,0.1152100933678497,0.023578844,0.00671779,AAPL,AAPL_option_pricing.csv
12/19/2022,15.45,0.30649,132.37,0.000695,0.043,0.0432105,0.045075,0.0469961,0.0433365,0.043362,0.04336,3.015873015873016,0.043023881,2.0821917808219177,15.179524291691198,15.82822597856783,15.953897087673184,15.67125997206901,-0.270475708,0.3782259785678299,-0.017506518,0.024480646,0.5038970876731845,0.221259972,0.032614698,0.014321034,AAPL,AAPL_option_pricing.csv
12/20/2022,15.13,0.3064,132.3,0.0006954,0.043,0.0432063,0.0452356,0.0471297,0.04332,0.043365,0.0434,3.011904761904762,0.043030991,2.0794520547945203,15.12229604635634,15.768277903064488,15.893753237159489,15.61155754818951,-0.007703954,0.6382779030644858,-0.000509184,0.042186246,0.7637532371594862,0.4815575481895084,0.050479394,0.031827994,AAPL,AAPL_option_pricing.csv
12/21/2022,16.55,0.30435,135.45,0.0006792,0.043,0.0432335,0.0453078,0.047314,0.0433455,0.0433635,0.043385,3.007936507936508,0.043029251,2.0767123287671234,16.366433061629053,17.052204725793075,17.181123655579682,16.891146712704398,-0.183566938,0.5022047257930744,-0.011091658,0.030344696,0.6311236555796818,0.341146713,0.03813436,0.020613094,AAPL,AAPL_option_pricing.csv
12/22/2022,15.2,0.3125799999999999,132.23,0.0006958,0.043,0.0432336,0.0454107,0.0471758,0.0433535,0.0433715,0.04337,3.003968253968254,0.04303823,2.073972602739726,15.515752400683663,16.15982701,16.28515901744246,16.00329910972868,0.3157524006836638,0.9598270136868016,0.020773184,0.063146514,1.0851590174424608,0.8032991097286803,0.071392041,0.052848626,AAPL,AAPL_option_pricing.csv
12/23/2022,14.85,0.31412,131.86,0.0006977,0.043,0.043225,0.0454966,0.0473552,0.0433345,0.04337,0.04337,3,0.043034818,2.0712328767123287,15.446033636212762,16.085035278334374,16.209862672792397,15.929144762930092,0.5960336362127627,1.235035278334374,0.040136945,0.083167359,1.3598626727923977,1.0791447629300936,0.091573244,0.072669681,AAPL,AAPL_option_pricing.csv
12/27/2022,14.3,0.31018,130.03,0.0007075,0.043,0.0432245,0.0456074,0.0475765,0.04335,0.04338,0.04337,2.984126984126984,0.043042304,2.060273973,14.277707338986376,14.886950315051736,15.008991302224644,14.734555369600002,-0.022292661,0.5869503150517339,-0.001558927,0.041045477,0.7089913022246428,0.4345553696000017,0.049579811,0.030388487,AAPL,AAPL_option_pricing.csv
12/28/2022,12.78,0.3111,126.04,0.0007299,0.043,0.0432304,0.0458023,0.047914,0.043375,0.043385,0.04337,2.9801587301587302,0.043046476,2.0575342465753423,12.67325078337054,13.231075143646391,13.347788476738245,13.08538479328839,-0.106749217,0.4510751436463938,-0.008352834,0.035295395,0.5677884767382455,0.3053847932883915,0.044427893,0.023895524,AAPL,AAPL_option_pricing.csv
